room_id,room_name,schedule_id,date,start_time,end_time,activity_name,status
R004,RK B2,J00730,2026-03-11,1000,1200,Praktikum AI,Booked
R003,RK B1,J00731,2026-04-07,1000,1200,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J00732,2026-06-13,1700,1900,Praktikum Pemrograman,Booked
R001,RK A1,J00733,2026-05-29,1700,1900,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J00734,2026-03-29,800,1000,Praktikum AI,Booked
R005,Lab Komputer 1,J00735,2026-04-20,1500,1700,Praktikum AI,Booked
R001,RK A1,J00736,2026-04-06,1500,1700,Diskusi Proyek,Booked
R003,RK B1,J00737,2026-04-21,1000,1200,Praktikum AI,Booked
R003,RK B1,J00738,2026-04-10,1500,1700,Praktikum Pemrograman,Booked
R004,RK B2,J00739,2026-03-25,800,1000,Praktikum AI,Booked
R003,RK B1,J00740,2026-03-17,1500,1700,Kuliah Algoritma,Booked
R002,RK A2,J00741,2026-06-02,800,1000,Kuliah Algoritma,Booked
R002,RK A2,J00742,2026-06-26,800,1000,Diskusi Proyek,Booked
R005,Lab Komputer 1,J00743,2026-06-03,1000,1200,Praktikum AI,Booked
R002,RK A2,J00744,2026-04-17,1700,1900,Diskusi Proyek,Booked
R006,Lab Komputer 2,J00745,2026-06-08,800,1000,Kuliah Basis Data,Booked
R002,RK A2,J00746,2026-04-23,1000,1200,Seminar,Booked
R006,Lab Komputer 2,J00747,2026-05-29,1500,1700,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00748,2026-03-02,1700,1900,Kuliah Algoritma,Booked
R002,RK A2,J00749,2026-05-27,1700,1900,Diskusi Proyek,Booked
R001,RK A1,J00750,2026-05-21,800,1000,Praktikum Pemrograman,Booked
R002,RK A2,J00751,2026-06-14,800,1000,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J00752,2026-04-11,1500,1700,Seminar,Booked
R005,Lab Komputer 1,J00753,2026-03-10,1500,1700,Seminar,Booked
R006,Lab Komputer 2,J00754,2026-05-22,1300,1500,Praktikum AI,Booked
R006,Lab Komputer 2,J00755,2026-05-06,800,1000,Praktikum AI,Booked
R003,RK B1,J00756,2026-05-14,1300,1500,Kuliah Algoritma,Booked
R004,RK B2,J00757,2026-06-25,1000,1200,Seminar,Booked
R004,RK B2,J00758,2026-04-18,1000,1200,Kuliah Algoritma,Booked
R004,RK B2,J00759,2026-05-27,800,1000,Seminar,Booked
R002,RK A2,J00760,2026-04-04,1500,1700,Kuliah Basis Data,Booked
R001,RK A1,J00761,2026-05-10,1500,1700,Seminar,Booked
R003,RK B1,J00762,2026-06-27,1700,1900,Diskusi Proyek,Booked
R005,Lab Komputer 1,J00763,2026-06-24,1300,1500,Seminar,Booked
R003,RK B1,J00764,2026-06-04,1000,1200,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J00765,2026-05-18,800,1000,Kuliah Basis Data,Booked
R002,RK A2,J00766,2026-04-10,1500,1700,Seminar,Booked
R004,RK B2,J00767,2026-03-02,1300,1500,Praktikum AI,Booked
R002,RK A2,J00768,2026-06-26,1000,1200,Praktikum Pemrograman,Booked
R004,RK B2,J00769,2026-04-15,1700,1900,Kuliah Basis Data,Booked
R003,RK B1,J00770,2026-06-29,800,1000,Praktikum AI,Booked
R004,RK B2,J00771,2026-03-20,1000,1200,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J00772,2026-05-09,1700,1900,Seminar,Booked
R003,RK B1,J00773,2026-06-26,1000,1200,Seminar,Booked
R005,Lab Komputer 1,J00774,2026-04-24,800,1000,Kuliah Algoritma,Booked
R004,RK B2,J00775,2026-05-20,1500,1700,Kuliah Basis Data,Booked
R002,RK A2,J00776,2026-03-17,1300,1500,Kuliah Basis Data,Booked
R002,RK A2,J00777,2026-06-20,1000,1200,Praktikum AI,Booked
R004,RK B2,J00778,2026-04-19,1000,1200,Seminar,Booked
R001,RK A1,J00779,2026-04-30,1500,1700,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00780,2026-03-19,1300,1500,Praktikum AI,Booked
R001,RK A1,J00781,2026-04-14,800,1000,Kuliah Algoritma,Booked
R004,RK B2,J00782,2026-03-15,1000,1200,Seminar,Booked
R005,Lab Komputer 1,J00783,2026-03-16,1700,1900,Kuliah Basis Data,Booked
R003,RK B1,J00784,2026-06-14,1700,1900,Kuliah Basis Data,Booked
R004,RK B2,J00785,2026-04-18,1300,1500,Praktikum Pemrograman,Booked
R004,RK B2,J00786,2026-03-28,1000,1200,Diskusi Proyek,Booked
R001,RK A1,J00787,2026-04-02,1500,1700,Seminar,Booked
R006,Lab Komputer 2,J00788,2026-05-30,1000,1200,Seminar,Booked
R001,RK A1,J00789,2026-03-28,1700,1900,Kuliah Algoritma,Booked
R002,RK A2,J00790,2026-05-22,800,1000,Kuliah Basis Data,Booked
R004,RK B2,J00791,2026-05-03,800,1000,Kuliah Algoritma,Booked
R004,RK B2,J00792,2026-06-24,1300,1500,Praktikum Pemrograman,Booked
R002,RK A2,J00793,2026-04-25,1500,1700,Praktikum Pemrograman,Booked
R001,RK A1,J00794,2026-04-08,1700,1900,Diskusi Proyek,Booked
R001,RK A1,J00795,2026-06-10,1700,1900,Praktikum AI,Booked
R004,RK B2,J00796,2026-05-05,1300,1500,Seminar,Booked
R001,RK A1,J00797,2026-05-27,800,1000,Kuliah Basis Data,Booked
R001,RK A1,J00798,2026-05-01,1700,1900,Diskusi Proyek,Booked
R001,RK A1,J00799,2026-06-26,1300,1500,Kuliah Basis Data,Booked
R004,RK B2,J00800,2026-03-06,800,1000,Diskusi Proyek,Booked
R002,RK A2,J00801,2026-05-10,800,1000,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J00802,2026-03-18,1500,1700,Praktikum Pemrograman,Booked
R004,RK B2,J00803,2026-03-28,1000,1200,Kuliah Basis Data,Booked
R002,RK A2,J00804,2026-05-02,1000,1200,Seminar,Booked
R001,RK A1,J00805,2026-06-24,1000,1200,Diskusi Proyek,Booked
R002,RK A2,J00806,2026-06-17,1300,1500,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00807,2026-05-03,800,1000,Praktikum AI,Booked
R006,Lab Komputer 2,J00808,2026-05-30,1700,1900,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J00809,2026-04-04,1700,1900,Kuliah Basis Data,Booked
R005,Lab Komputer 1,J00810,2026-04-04,1300,1500,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00811,2026-05-23,800,1000,Kuliah Basis Data,Booked
R001,RK A1,J00812,2026-06-06,1500,1700,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00813,2026-03-08,1000,1200,Praktikum AI,Booked
R006,Lab Komputer 2,J00814,2026-04-21,1500,1700,Diskusi Proyek,Booked
R005,Lab Komputer 1,J00815,2026-04-25,1300,1500,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J00816,2026-03-28,1500,1700,Diskusi Proyek,Booked
R006,Lab Komputer 2,J00817,2026-06-22,1300,1500,Praktikum Pemrograman,Booked
R002,RK A2,J00818,2026-03-03,1000,1200,Praktikum AI,Booked
R003,RK B1,J00819,2026-06-19,1000,1200,Praktikum AI,Booked
R004,RK B2,J00820,2026-05-01,800,1000,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00821,2026-03-01,1500,1700,Praktikum AI,Booked
R005,Lab Komputer 1,J00822,2026-06-28,800,1000,Diskusi Proyek,Booked
R006,Lab Komputer 2,J00823,2026-04-26,800,1000,Praktikum Pemrograman,Booked
R001,RK A1,J00824,2026-06-11,1700,1900,Kuliah Algoritma,Booked
R003,RK B1,J00825,2026-03-04,1500,1700,Diskusi Proyek,Booked
R002,RK A2,J00826,2026-04-12,1300,1500,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00827,2026-04-20,1000,1200,Diskusi Proyek,Booked
R006,Lab Komputer 2,J00828,2026-03-30,1000,1200,Praktikum AI,Booked
R006,Lab Komputer 2,J00829,2026-03-13,1000,1200,Kuliah Algoritma,Booked
R002,RK A2,J00830,2026-06-16,800,1000,Kuliah Basis Data,Booked
R001,RK A1,J00831,2026-03-22,800,1000,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00832,2026-05-20,1000,1200,Seminar,Booked
R001,RK A1,J00833,2026-05-30,1300,1500,Kuliah Algoritma,Booked
R006,Lab Komputer 2,J00834,2026-03-17,800,1000,Seminar,Booked
R003,RK B1,J00835,2026-06-14,1000,1200,Praktikum AI,Booked
R004,RK B2,J00836,2026-03-18,1000,1200,Praktikum AI,Booked
R005,Lab Komputer 1,J00837,2026-03-24,1000,1200,Kuliah Basis Data,Booked
R002,RK A2,J00838,2026-04-28,1500,1700,Diskusi Proyek,Booked
R002,RK A2,J00839,2026-03-04,1000,1200,Diskusi Proyek,Booked
R001,RK A1,J00840,2026-04-15,1300,1500,Kuliah Algoritma,Booked
R001,RK A1,J00841,2026-05-29,1700,1900,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J00842,2026-06-21,1700,1900,Kuliah Basis Data,Booked
R002,RK A2,J00843,2026-05-28,1500,1700,Kuliah Basis Data,Booked
R001,RK A1,J00844,2026-04-28,1000,1200,Diskusi Proyek,Booked
R004,RK B2,J00845,2026-05-27,1000,1200,Praktikum AI,Booked
R006,Lab Komputer 2,J00846,2026-03-26,1700,1900,Diskusi Proyek,Booked
R002,RK A2,J00847,2026-03-02,1300,1500,Seminar,Booked
R005,Lab Komputer 1,J00848,2026-04-04,1700,1900,Seminar,Booked
R005,Lab Komputer 1,J00849,2026-05-22,1500,1700,Praktikum AI,Booked
R005,Lab Komputer 1,J00850,2026-06-06,1500,1700,Praktikum Pemrograman,Booked
R002,RK A2,J00851,2026-06-11,800,1000,Praktikum AI,Booked
R002,RK A2,J00852,2026-03-06,1000,1200,Diskusi Proyek,Booked
R001,RK A1,J00853,2026-04-01,1000,1200,Praktikum AI,Booked
R003,RK B1,J00854,2026-05-24,1500,1700,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J00855,2026-05-12,1300,1500,Praktikum AI,Booked
R004,RK B2,J00856,2026-06-17,1700,1900,Kuliah Algoritma,Booked
R001,RK A1,J00857,2026-05-07,1000,1200,Praktikum Pemrograman,Booked
R004,RK B2,J00858,2026-06-27,800,1000,Kuliah Algoritma,Booked
R004,RK B2,J00859,2026-04-19,1000,1200,Praktikum Pemrograman,Booked
R004,RK B2,J00860,2026-04-13,1700,1900,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00861,2026-06-11,1700,1900,Praktikum Pemrograman,Booked
R001,RK A1,J00862,2026-03-12,1300,1500,Diskusi Proyek,Booked
R004,RK B2,J00863,2026-04-02,800,1000,Seminar,Booked
R003,RK B1,J00864,2026-03-16,1300,1500,Seminar,Booked
R002,RK A2,J00865,2026-06-18,1700,1900,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00866,2026-06-07,800,1000,Praktikum AI,Booked
R001,RK A1,J00867,2026-05-05,1000,1200,Kuliah Algoritma,Booked
R002,RK A2,J00868,2026-04-19,1700,1900,Diskusi Proyek,Booked
R002,RK A2,J00869,2026-06-22,1300,1500,Diskusi Proyek,Booked
R005,Lab Komputer 1,J00870,2026-03-03,1300,1500,Seminar,Booked
R003,RK B1,J00871,2026-03-28,1700,1900,Praktikum AI,Booked
R005,Lab Komputer 1,J00872,2026-06-25,800,1000,Kuliah Algoritma,Booked
R003,RK B1,J00873,2026-03-30,1300,1500,Seminar,Booked
R005,Lab Komputer 1,J00874,2026-04-29,1000,1200,Seminar,Booked
R006,Lab Komputer 2,J00875,2026-03-25,800,1000,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J00876,2026-03-03,800,1000,Diskusi Proyek,Booked
R003,RK B1,J00877,2026-05-19,1700,1900,Kuliah Basis Data,Booked
R003,RK B1,J00878,2026-03-27,1700,1900,Seminar,Booked
R004,RK B2,J00879,2026-03-19,800,1000,Praktikum Pemrograman,Booked
R003,RK B1,J00880,2026-04-28,1300,1500,Seminar,Booked
R006,Lab Komputer 2,J00881,2026-06-03,1000,1200,Kuliah Basis Data,Booked
R004,RK B2,J00882,2026-03-04,1300,1500,Diskusi Proyek,Booked
R004,RK B2,J00883,2026-03-04,1500,1700,Seminar,Booked
R002,RK A2,J00884,2026-03-23,1500,1700,Diskusi Proyek,Booked
R004,RK B2,J00885,2026-06-13,1500,1700,Seminar,Booked
R005,Lab Komputer 1,J00886,2026-05-24,1000,1200,Kuliah Algoritma,Booked
R004,RK B2,J00887,2026-03-07,800,1000,Diskusi Proyek,Booked
R001,RK A1,J00888,2026-05-03,1500,1700,Diskusi Proyek,Booked
R005,Lab Komputer 1,J00889,2026-05-14,1700,1900,Praktikum AI,Booked
R001,RK A1,J00890,2026-05-07,1300,1500,Praktikum AI,Booked
R004,RK B2,J00891,2026-04-27,1500,1700,Diskusi Proyek,Booked
R006,Lab Komputer 2,J00892,2026-03-17,1700,1900,Praktikum AI,Booked
R003,RK B1,J00893,2026-03-24,1000,1200,Praktikum AI,Booked
R003,RK B1,J00894,2026-06-15,1500,1700,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00895,2026-04-15,1500,1700,Praktikum Pemrograman,Booked
R004,RK B2,J00896,2026-05-22,1000,1200,Kuliah Basis Data,Booked
R004,RK B2,J00897,2026-04-03,1700,1900,Kuliah Algoritma,Booked
R001,RK A1,J00898,2026-04-14,1000,1200,Praktikum AI,Booked
R006,Lab Komputer 2,J00899,2026-03-06,1500,1700,Kuliah Basis Data,Booked
R005,Lab Komputer 1,J00900,2026-05-28,1300,1500,Diskusi Proyek,Booked
R001,RK A1,J00901,2026-03-26,800,1000,Diskusi Proyek,Booked
R005,Lab Komputer 1,J00902,2026-04-23,1000,1200,Praktikum AI,Booked
R002,RK A2,J00903,2026-06-27,1500,1700,Praktikum Pemrograman,Booked
R001,RK A1,J00904,2026-03-04,1300,1500,Kuliah Algoritma,Booked
R002,RK A2,J00905,2026-04-28,1700,1900,Seminar,Booked
R006,Lab Komputer 2,J00906,2026-05-15,1300,1500,Kuliah Algoritma,Booked
R001,RK A1,J00907,2026-03-26,1300,1500,Diskusi Proyek,Booked
R006,Lab Komputer 2,J00908,2026-05-25,1500,1700,Kuliah Basis Data,Booked
R003,RK B1,J00909,2026-06-03,800,1000,Kuliah Algoritma,Booked
R002,RK A2,J00910,2026-03-11,1700,1900,Praktikum Pemrograman,Booked
R004,RK B2,J00911,2026-05-24,1300,1500,Diskusi Proyek,Booked
R004,RK B2,J00912,2026-05-24,1300,1500,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00913,2026-03-04,800,1000,Praktikum AI,Booked
R001,RK A1,J00914,2026-03-25,1300,1500,Seminar,Booked
R005,Lab Komputer 1,J00915,2026-06-11,800,1000,Diskusi Proyek,Booked
R003,RK B1,J00916,2026-04-18,800,1000,Diskusi Proyek,Booked
R003,RK B1,J00917,2026-04-22,1500,1700,Praktikum AI,Booked
R005,Lab Komputer 1,J00918,2026-05-15,1300,1500,Praktikum AI,Booked
R003,RK B1,J00919,2026-06-12,800,1000,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J00920,2026-04-03,1700,1900,Praktikum AI,Booked
R002,RK A2,J00921,2026-04-10,1300,1500,Praktikum AI,Booked
R001,RK A1,J00922,2026-03-18,1700,1900,Kuliah Basis Data,Booked
R004,RK B2,J00923,2026-04-04,1000,1200,Seminar,Booked
R004,RK B2,J00924,2026-04-19,1000,1200,Kuliah Algoritma,Booked
R002,RK A2,J00925,2026-04-18,1000,1200,Kuliah Basis Data,Booked
R001,RK A1,J00926,2026-03-06,1300,1500,Kuliah Basis Data,Booked
R002,RK A2,J00927,2026-03-22,1000,1200,Seminar,Booked
R004,RK B2,J00928,2026-05-29,800,1000,Kuliah Basis Data,Booked
R001,RK A1,J00929,2026-03-07,800,1000,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00930,2026-04-27,1500,1700,Praktikum AI,Booked
R002,RK A2,J00931,2026-04-08,1300,1500,Kuliah Algoritma,Booked
R001,RK A1,J00932,2026-06-03,800,1000,Seminar,Booked
R004,RK B2,J00933,2026-06-27,1300,1500,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00934,2026-06-13,1500,1700,Praktikum AI,Booked
R004,RK B2,J00935,2026-04-30,1000,1200,Kuliah Algoritma,Booked
R004,RK B2,J00936,2026-04-10,1500,1700,Seminar,Booked
R003,RK B1,J00937,2026-05-10,1300,1500,Diskusi Proyek,Booked
R005,Lab Komputer 1,J00938,2026-03-17,1500,1700,Praktikum AI,Booked
R006,Lab Komputer 2,J00939,2026-05-29,800,1000,Praktikum Pemrograman,Booked
R001,RK A1,J00940,2026-05-03,1500,1700,Kuliah Algoritma,Booked
R002,RK A2,J00941,2026-03-19,1500,1700,Kuliah Algoritma,Booked
R004,RK B2,J00942,2026-04-10,1500,1700,Diskusi Proyek,Booked
R005,Lab Komputer 1,J00943,2026-05-14,1000,1200,Kuliah Basis Data,Booked
R003,RK B1,J00944,2026-04-03,1700,1900,Kuliah Algoritma,Booked
R004,RK B2,J00945,2026-03-25,800,1000,Praktikum AI,Booked
R004,RK B2,J00946,2026-04-16,800,1000,Diskusi Proyek,Booked
R002,RK A2,J00947,2026-03-02,1700,1900,Diskusi Proyek,Booked
R005,Lab Komputer 1,J00948,2026-05-01,1000,1200,Praktikum Pemrograman,Booked
R003,RK B1,J00949,2026-05-17,800,1000,Praktikum AI,Booked
R006,Lab Komputer 2,J00950,2026-06-19,800,1000,Kuliah Basis Data,Booked
R002,RK A2,J00951,2026-05-22,1700,1900,Diskusi Proyek,Booked
R002,RK A2,J00952,2026-03-30,800,1000,Kuliah Basis Data,Booked
R004,RK B2,J00953,2026-03-21,1300,1500,Praktikum Pemrograman,Booked
R004,RK B2,J00954,2026-04-07,1300,1500,Praktikum AI,Booked
R004,RK B2,J00955,2026-06-26,1300,1500,Seminar,Booked
R002,RK A2,J00956,2026-03-14,1700,1900,Praktikum AI,Booked
R002,RK A2,J00957,2026-03-04,1500,1700,Seminar,Booked
R002,RK A2,J00958,2026-04-15,800,1000,Seminar,Booked
R005,Lab Komputer 1,J00959,2026-04-20,1300,1500,Praktikum Pemrograman,Booked
R004,RK B2,J00960,2026-05-19,1500,1700,Praktikum Pemrograman,Booked
R002,RK A2,J00961,2026-06-06,800,1000,Praktikum AI,Booked
R002,RK A2,J00962,2026-04-25,1000,1200,Diskusi Proyek,Booked
R004,RK B2,J00963,2026-03-05,800,1000,Praktikum Pemrograman,Booked
R003,RK B1,J00964,2026-04-15,1500,1700,Praktikum AI,Booked
R003,RK B1,J00965,2026-04-25,1300,1500,Praktikum AI,Booked
R001,RK A1,J00966,2026-03-17,1500,1700,Diskusi Proyek,Booked
R002,RK A2,J00967,2026-03-01,800,1000,Praktikum Pemrograman,Booked
R003,RK B1,J00968,2026-05-13,1700,1900,Seminar,Booked
R006,Lab Komputer 2,J00969,2026-04-18,1500,1700,Kuliah Algoritma,Booked
R002,RK A2,J00970,2026-04-30,1500,1700,Diskusi Proyek,Booked
R006,Lab Komputer 2,J00971,2026-05-03,800,1000,Kuliah Algoritma,Booked
R006,Lab Komputer 2,J00972,2026-04-15,1000,1200,Kuliah Basis Data,Booked
R001,RK A1,J00973,2026-04-11,800,1000,Praktikum AI,Booked
R004,RK B2,J00974,2026-03-17,800,1000,Seminar,Booked
R006,Lab Komputer 2,J00975,2026-03-25,1700,1900,Praktikum AI,Booked
R003,RK B1,J00976,2026-06-10,1300,1500,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J00977,2026-04-28,1500,1700,Kuliah Algoritma,Booked
R001,RK A1,J00978,2026-05-20,1500,1700,Seminar,Booked
R005,Lab Komputer 1,J00979,2026-05-02,1300,1500,Diskusi Proyek,Booked
R001,RK A1,J00980,2026-05-11,1000,1200,Praktikum AI,Booked
R005,Lab Komputer 1,J00981,2026-06-02,800,1000,Praktikum AI,Booked
R001,RK A1,J00982,2026-03-13,1300,1500,Praktikum AI,Booked
R004,RK B2,J00983,2026-05-15,1500,1700,Seminar,Booked
R001,RK A1,J00984,2026-04-28,1700,1900,Praktikum AI,Booked
R003,RK B1,J00985,2026-04-22,800,1000,Praktikum Pemrograman,Booked
R001,RK A1,J00986,2026-03-13,1000,1200,Diskusi Proyek,Booked
R005,Lab Komputer 1,J00987,2026-03-20,1300,1500,Seminar,Booked
R001,RK A1,J00988,2026-03-23,1000,1200,Praktikum AI,Booked
R003,RK B1,J00989,2026-06-18,1500,1700,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J00990,2026-06-05,1500,1700,Praktikum AI,Booked
R003,RK B1,J00991,2026-04-16,1500,1700,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J00992,2026-03-02,1500,1700,Praktikum Pemrograman,Booked
R004,RK B2,J00993,2026-06-07,1700,1900,Kuliah Algoritma,Booked
R001,RK A1,J00994,2026-06-28,1700,1900,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J00995,2026-06-20,1500,1700,Kuliah Basis Data,Booked
R004,RK B2,J00996,2026-04-06,1500,1700,Kuliah Algoritma,Booked
R001,RK A1,J00997,2026-04-04,800,1000,Seminar,Booked
R004,RK B2,J00998,2026-06-21,1700,1900,Praktikum Pemrograman,Booked
R003,RK B1,J00999,2026-05-13,1700,1900,Kuliah Basis Data,Booked
R002,RK A2,J01000,2026-03-31,1500,1700,Kuliah Algoritma,Booked
R006,Lab Komputer 2,J01001,2026-06-12,1700,1900,Kuliah Algoritma,Booked
R006,Lab Komputer 2,J01002,2026-05-18,1500,1700,Praktikum AI,Booked
R004,RK B2,J01003,2026-03-18,1300,1500,Praktikum Pemrograman,Booked
R004,RK B2,J01004,2026-03-17,1300,1500,Kuliah Algoritma,Booked
R006,Lab Komputer 2,J01005,2026-06-01,1000,1200,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J01006,2026-03-16,800,1000,Praktikum Pemrograman,Booked
R004,RK B2,J01007,2026-05-07,1700,1900,Kuliah Basis Data,Booked
R004,RK B2,J01008,2026-05-20,1500,1700,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J01009,2026-03-11,1000,1200,Praktikum AI,Booked
R006,Lab Komputer 2,J01010,2026-05-28,800,1000,Diskusi Proyek,Booked
R002,RK A2,J01011,2026-06-21,1000,1200,Seminar,Booked
R006,Lab Komputer 2,J01012,2026-03-11,1500,1700,Kuliah Basis Data,Booked
R003,RK B1,J01013,2026-03-10,1500,1700,Kuliah Algoritma,Booked
R003,RK B1,J01014,2026-04-22,1700,1900,Seminar,Booked
R001,RK A1,J01015,2026-03-14,1700,1900,Praktikum Pemrograman,Booked
R004,RK B2,J01016,2026-03-02,1000,1200,Diskusi Proyek,Booked
R004,RK B2,J01017,2026-03-08,800,1000,Diskusi Proyek,Booked
R005,Lab Komputer 1,J01018,2026-03-10,1300,1500,Seminar,Booked
R003,RK B1,J01019,2026-03-06,1700,1900,Seminar,Booked
R006,Lab Komputer 2,J01020,2026-05-30,1300,1500,Praktikum AI,Booked
R001,RK A1,J01021,2026-03-22,800,1000,Kuliah Basis Data,Booked
R005,Lab Komputer 1,J01022,2026-03-09,1300,1500,Seminar,Booked
R006,Lab Komputer 2,J01023,2026-04-17,1500,1700,Praktikum Pemrograman,Booked
R006,Lab Komputer 2,J01024,2026-04-17,1300,1500,Kuliah Algoritma,Booked
R004,RK B2,J01025,2026-05-12,1700,1900,Praktikum AI,Booked
R005,Lab Komputer 1,J01026,2026-03-11,1500,1700,Kuliah Basis Data,Booked
R003,RK B1,J01027,2026-06-27,1700,1900,Diskusi Proyek,Booked
R001,RK A1,J01028,2026-04-14,1700,1900,Seminar,Booked
R003,RK B1,J01029,2026-05-27,1700,1900,Kuliah Algoritma,Booked
R006,Lab Komputer 2,J01030,2026-05-28,1500,1700,Kuliah Basis Data,Booked
R001,RK A1,J01031,2026-04-24,1700,1900,Praktikum Pemrograman,Booked
R002,RK A2,J01032,2026-06-11,1700,1900,Kuliah Basis Data,Booked
R002,RK A2,J01033,2026-06-13,1300,1500,Diskusi Proyek,Booked
R005,Lab Komputer 1,J01034,2026-03-07,1700,1900,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J01035,2026-05-01,800,1000,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J01036,2026-04-12,800,1000,Kuliah Algoritma,Booked
R003,RK B1,J01037,2026-04-01,1500,1700,Praktikum Pemrograman,Booked
R003,RK B1,J01038,2026-03-01,1700,1900,Seminar,Booked
R004,RK B2,J01039,2026-04-20,1300,1500,Kuliah Algoritma,Booked
R004,RK B2,J01040,2026-03-23,800,1000,Seminar,Booked
R003,RK B1,J01041,2026-03-12,800,1000,Kuliah Basis Data,Booked
R004,RK B2,J01042,2026-03-08,1000,1200,Praktikum AI,Booked
R002,RK A2,J01043,2026-04-28,1000,1200,Kuliah Algoritma,Booked
R001,RK A1,J01044,2026-04-18,1000,1200,Seminar,Booked
R003,RK B1,J01045,2026-06-23,1000,1200,Praktikum AI,Booked
R001,RK A1,J01046,2026-05-10,1700,1900,Kuliah Algoritma,Booked
R006,Lab Komputer 2,J01047,2026-04-29,1700,1900,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J01048,2026-04-12,1500,1700,Seminar,Booked
R005,Lab Komputer 1,J01049,2026-05-12,1300,1500,Seminar,Booked
R006,Lab Komputer 2,J01050,2026-04-11,800,1000,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J01051,2026-03-11,800,1000,Diskusi Proyek,Booked
R003,RK B1,J01052,2026-06-18,1500,1700,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J01053,2026-06-08,800,1000,Kuliah Basis Data,Booked
R004,RK B2,J01054,2026-03-04,800,1000,Kuliah Basis Data,Booked
R004,RK B2,J01055,2026-06-07,1300,1500,Praktikum AI,Booked
R006,Lab Komputer 2,J01056,2026-03-20,800,1000,Praktikum AI,Booked
R002,RK A2,J01057,2026-06-13,1300,1500,Kuliah Algoritma,Booked
R003,RK B1,J01058,2026-03-01,1000,1200,Praktikum Pemrograman,Booked
R001,RK A1,J01059,2026-04-23,1500,1700,Praktikum AI,Booked
R006,Lab Komputer 2,J01060,2026-04-18,800,1000,Praktikum AI,Booked
R005,Lab Komputer 1,J01061,2026-04-09,1500,1700,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J01062,2026-03-05,1500,1700,Seminar,Booked
R002,RK A2,J01063,2026-05-22,1300,1500,Praktikum Pemrograman,Booked
R004,RK B2,J01064,2026-06-24,1700,1900,Kuliah Algoritma,Booked
R002,RK A2,J01065,2026-04-07,1000,1200,Praktikum Pemrograman,Booked
R004,RK B2,J01066,2026-05-09,800,1000,Seminar,Booked
R001,RK A1,J01067,2026-05-14,800,1000,Seminar,Booked
R002,RK A2,J01068,2026-05-28,1000,1200,Kuliah Basis Data,Booked
R006,Lab Komputer 2,J01069,2026-05-15,1000,1200,Praktikum Pemrograman,Booked
R005,Lab Komputer 1,J01070,2026-04-24,1700,1900,Kuliah Basis Data,Booked
R002,RK A2,J01071,2026-06-09,1300,1500,Diskusi Proyek,Booked
R004,RK B2,J01072,2026-05-26,800,1000,Praktikum Pemrograman,Booked
R001,RK A1,J01073,2026-04-06,1500,1700,Praktikum AI,Booked
R001,RK A1,J01074,2026-05-10,1300,1500,Praktikum Pemrograman,Booked
R003,RK B1,J01075,2026-03-03,1500,1700,Seminar,Booked
R004,RK B2,J01076,2026-05-08,1700,1900,Kuliah Algoritma,Booked
R005,Lab Komputer 1,J01077,2026-05-25,1500,1700,Diskusi Proyek,Booked
R004,RK B2,J01078,2026-05-29,1000,1200,Kuliah Basis Data,Booked
R005,Lab Komputer 1,J01079,2026-03-04,1500,1700,Seminar,Booked
